Men,Women,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,Professional,Service,Office,Construction,Carpool,MeanCommute,PrivateWork,SelfEmployed,Unemployment,Income,VotingAgeCitizen,Employed,PublicWork,Production
2259.97622784538,2316.48411861041,7640.61172652391,44639.390647537,3341.01632167791,14.508874043452899,48.4786825804131,10.9984022047217,23.3746414844316,3.29667033635762,-0.625481810123432,32.8824021725464,73.2417613980813,9.562452271989711,7.407889930161611,81643.2255205441,3616.7806174444704,1938.54310647376,16.9929084659456,13.7353228703686
1075.88636274091,2094.80363742786,17054.739890521698,45225.8433886471,5995.32828108656,7.5620251626545,47.21665440291229,16.3424201769384,27.9006695885775,3.144078272149,9.20757245956657,38.1913234903295,74.3243457439895,5.20586801807343,8.20547658049572,104307.577363948,3002.71863213924,1759.50306798064,20.1319441844383,5.4793118010124005
4279.46662914229,3632.1661883757793,7150.820681372671,32449.54400385,1688.5871808470401,11.152092550024399,36.9987948534759,27.452053883087302,22.3498147454943,12.283392494207401,13.2715689967894,14.4750731356882,65.336910601241,14.5846077721406,6.44137306080852,86889.5777876417,5450.25326139456,3778.23147106149,19.039758418945198,0.926875021951609
-351.483568347929,-21.6419143271428,5394.99314243632,24457.859751605298,6305.57020362652,32.3149621543085,35.403278947467605,14.571483309782801,23.657581297756,8.877060867157962,5.92964111044582,27.765667973567,72.50956527634949,9.050368559150769,9.204711580746599,19906.6453466579,799.1067181058501,190.502517128129,18.5709331056191,17.517943744122697
2493.76162643203,2810.64158280178,19164.9730089724,46471.999375975596,6257.12193164065,17.0645109087556,62.4049235683969,9.31429998522007,18.141521442176103,7.40413795100208,0.0547698176031002,36.42645377351779,83.1322258982256,3.93721884633623,4.5610770035542405,83947.404450152,3202.12435664207,2471.51378442075,13.075556113067998,2.61967971405025
981.704053759252,1429.37753183196,2395.7559054107,29090.627089475,4027.1446404809703,34.4129617791738,37.7212428697047,29.6518268979415,18.9029939353799,6.71879703400903,9.277216053238869,20.362380933331,79.95441733582359,1.67144571664363,10.3080238642071,30172.8034290208,1676.6510651087199,1473.46691838704,18.698508596442398,7.00995509207332
2351.12778338882,2463.5830728051897,10239.124905156601,31538.4913623944,5525.37047633245,15.3548593303207,34.3261465581322,22.6506698901091,22.6310376626306,8.651317921068749,19.2530429800565,27.976696167837,68.4608373513608,7.484359591982599,7.252801875978889,69961.5620545863,3207.40978086835,2666.48881978371,23.1901931492524,11.7180599315481
1060.28703921276,191.99915822194902,10732.002810210999,38422.3316237394,6038.35063538324,17.001934475415002,25.7664335000557,20.8408871248053,21.743755204693798,17.7564451512121,9.51020972936201,17.938116567321803,89.2243639551462,9.74891574282489,-1.77938844806229,64923.901855673896,121.78790272350099,690.979504439939,1.71895542518696,13.8270226533181
2929.33006163739,2743.63399922724,18667.1589475172,40912.125202974305,4100.89325153573,0.233804194844065,50.6329477689038,13.314368930197,22.1418221199838,13.803336711110802,9.585403571814188,30.010779376603697,64.286974355955,9.916849473904039,4.17971085725561,88412.9489238407,4171.7464143137795,2280.89280493442,25.999542783397,0.24373606875478898
3277.7864803217603,3008.6313638722804,4152.048236761079,-1854.1406770204399,1540.6812647228699,26.811768472761198,2.24954222873547,26.0594825122086,32.5032629300618,16.9512704511708,21.5592998024148,27.8661142303144,85.41576801282659,11.9789797299319,15.1834556448439,32558.4911895667,4122.86146294626,2292.0473229557997,2.2462241547876602,22.162308746858397
1426.67178606586,1219.0402677356099,11613.1194752649,17390.0405325173,2566.7857273128398,7.56350719263219,31.5182854035957,12.8673190130295,24.8261068435997,10.8921463605285,9.09652527028574,33.643743260251895,83.5173775965705,0.5632231659267141,4.90602837326038,55592.317377465704,777.124717667744,1337.07487599449,16.026973982021197,19.9967192371003
1352.3417416079901,1251.37556335974,20439.2896619067,61864.1877727143,6234.8770000286095,-4.422772210540719,63.4488305996384,10.931387244902101,22.8032154487827,5.182613022998041,13.5929085050998,31.450587682728802,74.1607192910814,8.187171320860571,8.93023528787469,136322.51956236802,1924.7348849182001,1886.04120531412,17.2663031490537,-2.45506275610877
1887.95772315284,2561.99713104635,8177.72321478172,17491.4864966981,742.453385361575,6.54680199118186,35.7639463243714,12.6400252268299,32.553728436399105,9.75786436715965,7.7120506053263,26.443435601894198,69.14204745685561,5.25497149824359,2.62769704559622,58487.5042811459,3282.8363895813104,2121.4546309740804,25.1271731421025,9.29553726440644
3292.2278671788104,2777.87955867896,21976.1795057122,51901.337863506604,9537.41393873293,21.001063391876603,56.0674569139459,8.22102546252408,20.1456270491957,4.63504904680328,9.310399832898302,28.6075189909346,66.1899851097023,11.6278731230468,3.8798298308685397,82945.51981565429,4001.64687435872,2438.0168035153197,22.2839882637041,10.8675906229842
2163.4520622611103,2167.31611697529,10422.1864158753,16712.491254240802,3245.17711290081,12.3569590527393,32.7284713508284,24.0102039880513,16.6606750795108,17.834124184685,13.7764756907478,25.6874138023702,83.28332323118809,7.068628469185049,8.08387769699257,42540.528250059,3320.00966815067,2161.54538486162,10.4101543302484,8.671014595966179
3469.63780217235,4396.90304412616,1207.3483704230698,23927.0764940581,3641.6865774647795,26.051324351532504,38.212499112885105,18.431646157002803,16.6615304143821,12.4069219564216,16.8352155964227,25.7376486649472,81.063006703944,-2.14488278688345,17.7045281199238,42846.0477578816,4919.59753609298,3684.03182268315,20.753339975732697,14.348940071747801
110.393455574781,-136.245842783964,14424.2724928297,22889.430984217797,1630.83496657707,9.71060131394276,28.0729939634638,22.0221321546293,17.819745939392,13.2064122542882,8.02341160321047,28.717066036974696,85.5455202184377,-0.12319816608400398,8.93314004128327,52675.591039483705,178.86079776290902,405.837564082799,13.992362075199802,19.007575787478
2373.6852036875503,2709.45274691923,20644.3077052105,46275.678402926394,6941.7146118513,15.197786724874302,60.9988379368719,13.2000120521575,28.2874975221668,-2.77888077222539,1.60632246626607,26.3490122350641,64.2763218825166,4.26768321901028,13.537478839916801,96388.84408118551,3921.05012313214,2781.35472784108,30.5854887797056,0.21588974308867603
1118.33516635673,1302.10061093554,6973.10853647334,33953.1059410264,7439.54787495672,28.025836387918602,19.861038655799,21.4164903422115,25.7576264557198,17.5258976485042,12.2151862305777,20.737534489067198,84.0968245229566,4.34312396394186,8.05250788446398,30132.6630344882,2026.6485372187199,1023.3421441643302,11.401195090166302,15.4386257489112
2420.81134393279,2833.67337604177,10780.9863826801,18022.1910012202,3728.8241080242497,20.6301363227673,14.5215974122473,22.201447942047402,29.553158516132697,12.269890196117801,15.9046743683931,25.8308289957038,61.656393969353,6.8116102901663105,13.2608889458742,58881.3028336289,3517.4077439971697,1829.9051425058399,31.663712394913603,21.348223914581897
1648.97335002575,1756.74584339682,8965.29719579268,28758.6433913854,5594.4332099887,15.014031298726001,30.4892176607547,15.8009093486006,28.331278419961098,18.889952347595198,10.154750785727,31.442101499567197,71.76073803091958,7.89053869618078,8.33626031800317,37398.2718373785,2726.04455654984,1601.4317765771698,19.943722035866802,6.40528935317855
2653.40417561967,2944.5454631592797,5274.67536541836,40553.5796550672,8005.48378627442,25.147306460188,32.857126854711,18.5573960230435,24.1343322897135,10.6806489134552,16.4536637936283,20.6081851452111,82.78481294270921,10.069106174567901,7.867554951948089,31838.994479387402,4004.2785558000605,3104.7754027698998,6.20295698154704,13.895980851805902
1387.9059877670002,1156.04794227419,15012.5271541261,42040.8039382031,8988.247060469392,16.2221634732024,41.5338419774966,16.5372885828273,14.250886359427,4.156330898252629,6.48440196947336,28.335845597827802,79.94065318486741,6.419902801427019,7.39433387580883,64938.8264548591,2288.7412969419897,466.861951514101,13.314317692774198,23.430963795092502
1307.13240560585,1727.4991189244001,7686.633559812959,7738.69936215164,1390.60083475374,14.052540790183802,29.4768884882595,17.6808927526035,16.963237378242802,17.6264295353998,6.717244203342,24.8371340322492,71.8128758071405,7.81276028437318,3.3648598590410095,15235.590727776202,1907.49542345612,1741.7648527560998,19.8414166849729,18.159839914931897
2055.03667830167,2216.30376412029,5469.39568248251,23944.878015569302,3317.1315888076,29.843848567742,33.3325219918742,28.3879703540256,35.541700212009204,3.48718138694924,11.286853571309301,23.2105361857267,85.9345635129599,-3.4999657406581,11.103600350972199,39698.5239390873,3144.7861510581397,1744.45489306261,16.7490232635443,-0.793152915147484
2364.6109371901503,2480.2184422669898,5823.910141912061,20265.0575757599,3224.91581634197,24.1988451838758,17.240689174269303,24.2308888839513,34.765354484843805,13.223113720044198,6.97112833368237,25.9445857021389,86.0471011012946,6.5149680441096995,7.85443875303646,43271.5924050804,3414.4930458770696,1735.71246722917,7.54617451776243,10.5583003751454
